player_name,year,runs,balls,matches,strike_rate,wickets,run_conceded,balls_bowled,overs,economy
Ayush Badoni,2024,235,180,12,130.5555556,0,25,12,2,12.5
Azmatullah Omarzai,2024,42,34,4,123.5294118,4,194,131,21.83333333,8.885496183
B. Sai Sudharsan,2024,527,388,12,135.8247423,0,0,0,0,0
Bhuvneshwar Kumar,2024,23,30,5,76.66666667,11,555,357,59.5,9.327731092
BR Sharath,2024,2,5,1,40,0,0,0,0,0
Chris Green,2024,255,185,12,137.8378378,12,305,223,37.16666667,8.206278027
Varun Chakravarthy,2024,0,0,0,0,21,411,309,51.5,7.980582524
Dewald Brevis,2024,69,60,3,115,0,0,0,0,0
Donovan Ferreira,2024,8,11,2,72.72727273,0,0,0,0,0
Devdutt Padikkal,2024,38,60,7,63.33333333,0,0,0,0,0
David Miller,2024,210,149,9,140.9395973,0,0,0,0,0
David Warner,2024,168,130,8,129.2307692,0,0,0,0,0
Darshan Nalkande,2024,12,11,1,109.0909091,3,46,31,5.166666667,8.903225806
Dhruv Jurel,2024,195,144,11,135.4166667,0,0,0,0,0
Dinesh Karthik,2024,326,195,13,167.1794872,0,0,0,0,0
Deepak Hooda,2024,145,107,9,135.5140187,0,22,19,3.166666667,6.947368421
Daryl Mitchell,2024,318,228,13,139.4736842,1,70,38,6.333333333,11.05263158
Deepak Chahar,2024,0,0,0,0,5,202,146,24.33333333,8.301369863
Faf du Plessis,2024,438,276,15,158.6956522,0,0,0,0,0
Gerald Coetzee,2024,14,22,5,63.63636364,13,357,216,36,9.916666667
Glenn Maxwell,2024,52,46,9,113.0434783,7,129,98,16.33333333,7.897959184
Gulbadin Naib,2024,19,15,1,126.6666667,0,12,6,1,12
Heinrich Klaasen,2024,479,293,15,163.4812287,0,0,0,0,0
Himanshu Sharma,2024,0,0,0,0,0,29,12,2,14.5
Harpreet Brar,2024,75,59,7,127.1186441,7,309,230,38.33333333,8.060869565
Harpreet Singh,2024,27,34,2,79.41176471,0,0,0,0,0
Harshit Rana,2024,0,0,0,0,20,385,264,44,8.75
Hardik Pandya,2024,216,154,13,140.2597403,13,389,226,37.66666667,10.32743363
Harshal Patel,2024,13,19,4,68.42105263,30,485,317,52.83333333,9.179810726
Ishan Kishan,2024,320,222,14,144.1441441,0,0,0,0,0
Ishant Sharma,2024,1,8,2,12.5,12,266,182,30.33333333,8.769230769
Jake Fraser-McGurk,2024,330,150,9,220,0,0,0,0,0
Josh Little,2024,0,0,0,0,4,45,25,4.166666667,10.8
Jhye Richardson,2024,2,2,1,100,0,40,25,4.166666667,9.6
Jasprit Bumrah,2024,12,12,4,100,21,341,328,54.66666667,6.237804878
Jaydev Unadkat,2024,24,27,5,88.88888889,9,321,200,33.33333333,9.63
Jos Buttler,2024,359,266,11,134.962406,0,0,0,0,0
Jonny Bairstow,2024,298,197,11,151.2690355,0,0,0,0,0
Jitesh Sharma,2024,187,147,12,127.2108844,0,0,0,0,0
Krishnappa Gowtham,2024,0,0,0,0,0,30,13,2.166666667,13.84615385
Kagiso Rabada,2024,20,17,3,117.6470588,11,386,262,43.66666667,8.839694656
Keshav Maharaj,2024,1,2,1,50,2,39,36,6,6.5
Karn Sharma,2024,31,16,3,193.75,7,256,149,24.83333333,10.30872483
Kartik Tyagi,2024,0,0,0,0,0,52,26,4.333333333,12
Krunal Pandya,2024,133,112,11,118.75,6,258,205,34.16666667,7.551219512
Khaleel Ahmed,2024,0,0,0,0,17,493,324,54,9.12962963
KL Rahul,2024,520,398,14,130.6532663,0,0,0,0,0
Kuldeep Sen,2024,0,0,0,0,6,127,79,13.16666667,9.64556962
Kane Williamson,2024,27,27,2,100,0,0,0,0,0
Kwena Maphaka,2024,0,0,0,0,1,90,39,6.5,13.84615385
Kuldeep Yadav,2024,47,44,5,106.8181818,16,376,267,44.5,8.449438202
Kumar Kushagra,2024,3,7,3,42.85714286,0,0,0,0,0
Luke Wood,2024,9,3,1,300,1,94,38,6.333333333,14.84210526
Lalit Yadav,2024,10,12,2,83.33333333,0,57,18,3,19
Lizaad Williams,2024,1,2,1,50,1,74,42,7,10.57142857
Lockie Ferguson,2024,1,1,1,100,10,260,147,24.5,10.6122449
Liam Livingstone,2024,111,82,7,135.3658537,3,86,75,12.5,6.88
Marco Jansen,2024,18,15,2,120,2,134,68,11.33333333,11.82352941
Mayank Markande,2024,0,0,0,0,8,259,142,23.66666667,10.94366197
Matheesha Pathirana,2024,0,0,0,0,13,175,145,24.16666667,7.24137931
Shahrukh Khan,2024,127,77,7,164.9350649,0,16,12,2,8
M Siddharth,2024,0,0,0,0,1,72,58,9.666666667,7.448275862
Mayank Theekshana,2024,0,0,0,0,2,146,121,20.16666667,7.239669421
Mitchell Starc,2024,9,11,5,81.81818182,20,450,267,44.5,10.11235955
Manish Pandey,2024,42,33,1,127.2727273,0,0,0,0,0
Mayank Agarwal,2024,64,59,4,108.4745763,0,0,0,0,0
Mayank Dagar,2024,0,1,1,0,1,122,72,12,10.16666667
Mitchell Marsh,2024,61,41,4,148.7804878,1,103,54,9,11.44444444
Matt Henry,2024,0,0,0,0,1,112,74,12.33333333,9.081081081
Mitchell Santner,2024,14,18,3,77.77777778,3,64,54,9,7.111111111
Manav Suthar,2024,1,2,1,50,0,26,12,2,13
Mahipal Lomror,2024,125,74,10,168.9189189,0,18,9,1.5,12
Moeen Ali,2024,128,105,5,121.9047619,2,71,49,8.166666667,8.693877551
Mohammad Nabi,2024,35,31,5,112.9032258,2,110,74,12.33333333,8.918918919
Mohammed Siraj,2024,12,9,1,133.3333333,15,507,350,58.33333333,8.691428571
Mohit Sharma,2024,2,16,2,12.5,16,428,245,40.83333333,10.48163265
Mohsin Khan,2024,2,1,1,200,10,385,237,39.5,9.746835443
Marcus Stoinis,2024,388,272,14,142.6470588,5,127,87,14.5,8.75862069
Mangesh Yadav,2024,0,0,0,0,8,88,76,12.66666667,6.947368421
MS Dhoni,2024,161,82,11,196.3414634,0,0,0,0,0
Matthew Wade,2024,4,7,1,57.14285714,0,0,0,0,0
Mukesh Choudhary,2024,0,0,0,0,0,27,7,1.166666667,23.14285714
Mukesh Kumar,2024,3,10,2,30,22,379,223,37.16666667,10.19730942
Mustafizur Rahman,2024,0,0,0,0,14,324,225,37.5,8.64
Nandre Burger,2024,0,0,0,0,7,152,105,17.5,8.685714286
Nicolas Pooran,2024,499,296,14,168.5810811,0,0,0,0,0
Nitish Rana,2024,42,35,2,120,0,0,0,0,0
Nuwan Thushara,2024,0,0,0,0,8,259,172,28.66666667,9.034883721
Nehal Wadhera,2024,109,90,6,121.1111111,0,13,12,2,6.5
Naman Dhir,2024,140,84,7,166.6666667,0,55,29,4.833333333,11.37931034
Naveen-ul-Haq,2024,2,4,1,50,15,375,232,38.66666667,9.698275862
Nithish Kumar Reddy,2024,303,221,11,137.1040724,4,154,87,14.5,10.62068966
Noor Ahmad,2024,5,9,2,55.55555556,8,297,214,35.66666667,8.327102804
Nathan Ellis,2024,0,0,0,0,1,24,24,4,6
Prabhsimran Singh,2024,334,216,14,154.6296296,0,0,0,0,0
Phil Salt,2024,435,250,12,174,0,0,0,0,0
Piyush Chawla,2024,15,15,6,100,13,312,215,35.83333333,8.706976744
Pat Cummins,2024,136,99,10,137.3737374,18,571,375,62.5,9.136
Prithvi Shaw,2024,198,125,8,158.4,0,0,0,0,0
Dushmantha Chameera,2024,0,0,0,0,0,49,19,3.166666667,15.47368421
Quinton de Kock,2024,250,194,11,128.8659794,0,0,0,0,0
Riyan Parag,2024,573,407,14,140.7862408,0,27,19,3.166666667,8.526315789
RovmanPowell,2024,103,71,7,145.0704225,0,0,0,0,0
R Ravindra,2024,222,146,10,152.0547945,0,7,12,2,3.5
R. Sai Kishore,2024,13,6,1,216.6666667,7,137,93,15.5,8.838709677
Romario Shepherd,2024,57,24,5,237.5,2,162,76,12.66666667,12.78947368
Rahul Tewatia,2024,188,139,9,135.2517986,0,0,0,0,0
R. Ashwin,2024,86,76,8,113.1578947,9,469,346,57.66666667,8.132947977
Rahul Tripathi,2024,165,121,6,136.3636364,0,0,0,0,0
Rahmanullah Gurbaz,2024,62,50,2,124,0,0,0,0,0
Ramandeep Singh,2024,125,64,9,195.3125,0,9,4,0.666666667,13.5
Rashid Khan,2024,102,75,8,136,10,372,262,43.66666667,8.519083969
Rasikh Salam,2024,28,30,4,93.33333333,9,271,156,26,10.42307692
Ravi Bishnoi,2024,4,6,3,66.66666667,10,384,270,45,8.533333333
Ravindra Jadeja,2024,267,191,11,139.7905759,8,371,285,47.5,7.810526316
Rahul Chahar,2024,21,15,2,140,10,280,189,31.5,8.888888889
Ruturaj Gaikwad,2024,583,425,14,137.1764706,0,0,0,0,0
Rishi Dhawan,2024,0,0,0,0,0,39,19,3.166666667,12.31578947
Richard Gleeson,2024,2,2,1,100,1,72,51,8.5,8.470588235
Reece Topley,2024,3,6,1,50,4,168,95,15.83333333,10.61052632
Ricky Bhui,2024,3,9,2,33.33333333,0,0,0,0,0
Rinku Singh,2024,168,117,11,143.5897436,0,0,0,0,0
Rajat Patidar,2024,395,237,13,166.6666667,0,0,0,0,0
Rohit Sharma,2024,417,293,14,142.3208191,0,0,0,0,0
Rishabh Pant,2024,446,296,13,150.6756757,0,0,0,0,0
Rilee Rossouw,2024,211,122,8,172.9508197,0,0,0,0,0
Shivam Dube,2024,396,259,14,152.8957529,1,14,6,1,14
Shreyas Gopal,2024,0,0,0,0,3,67,42,7,9.571428571
Shamar Joseph,2024,0,0,0,0,0,51,30,5,10.2
Sandeep Warrier,2024,0,0,0,0,6,122,70,11.66666667,10.45714286
Suryakumar Yadav,2024,345,209,11,165.0717703,0,0,0,0,0
Sameer Rizvi,2024,51,43,5,118.6046512,0,0,0,0,0
Sandeep Sharma,2024,0,0,0,0,15,314,236,39.33333333,7.983050847
Sanvir Singh,2024,14,13,3,107.6923077,0,0,0,0,0
Saurav Chauhan,2024,18,16,3,112.5,0,0,0,0,0
Shubham Dubey,2024,33,21,3,157.1428571,0,0,0,0,0
Shai Hope,2024,183,125,9,146.4,0,0,0,0,0
Spencer Johnson,2024,6,7,3,85.71428571,4,155,99,16.5,9.393939394
Shahbaz Ahmed,2024,215,173,12,124.2774566,7,277,166,27.66666667,10.01204819
Shashank Singh,2024,354,225,14,157.3333333,1,5,6,1,5
Shikhar Dhawan,2024,152,125,5,121.6,0,0,0,0,0
Shivam Singh,2024,2,3,1,66.66666667,0,0,0,0,0
Shubman Gill,2024,426,295,12,144.4067797,0,0,0,0,0
Sikandar Raza,2024,43,39,2,110.2564103,0,22,12,2,11
Simarjeet Singh,2024,0,0,0,0,6,122,80,13.33333333,9.15
Sam Curran,2024,270,230,12,117.3913043,16,422,254,42.33333333,9.968503937
Shardul Thakur,2024,21,18,3,116.6666667,5,315,197,32.83333333,9.593908629
Shimron Hetmyer,2024,113,72,9,156.9444444,0,0,0,0,0
Sunil Narine,2024,488,292,14,167.1232877,18,376,334,55.66666667,6.754491018
Shreyas Iyer,2024,351,250,14,140.4,0,0,0,0,0
Suyash Prabhudessai,2024,24,19,1,126.3157895,0,0,0,0,0
Sumit Kumar,2024,18,26,3,69.23076923,0,38,22,3.666666667,10.36363636
Suyash Sharma,2024,0,0,0,0,0,51,25,4.166666667,12.24
Sanju Samson,2024,531,367,15,144.6866485,0,0,0,0,0
Swapnil Singh,2024,37,22,5,168.1818182,6,133,92,15.33333333,8.673913043
Shams Mulani,2024,1,1,1,100,0,57,33,5.5,10.36363636
Tom Kohler-Cadmore,2024,48,54,3,88.88888889,0,0,0,0,0
T Natarajan,2024,0,0,0,0,20,469,332,55.33333333,8.475903614
Tristan Stubbs,2024,378,204,13,185.2941176,3,15,13,2.166666667,6.923076923
Trent Boult,2024,14,16,4,87.5,16,448,333,55.5,8.072072072
Tanush Kotian,2024,24,32,1,75,0,0,0,0,0
Tim David,2024,241,168,11,143.452381,0,0,0,0,0
Tilak Varma,2024,416,291,13,142.9553265,0,8,4,0.666666667,12
Travis Head,2024,567,307,15,184.6905537,0,32,10,1.666666667,19.2
Tushar Deshpande,2024,0,2,1,0,18,435,310,51.66666667,8.419354839
Umran Malik,2024,0,0,0,0,0,15,7,1.166666667,12.85714286
Umesh Yadav,2024,12,15,2,80,9,211,129,21.5,9.813953488
Vidwath Kaverappa,2024,0,0,0,0,2,36,24,4,9
Vijay Shankar,2024,83,75,7,110.6666667,0,0,0,0,0
Vijayakanth Viyaskanth,2024,7,5,1,140,1,90,60,10,9
Vaibhav Arora,2024,1,1,1,100,11,284,201,33.5,8.47761194
Vijaykumar Vyshak,2024,1,3,2,33.33333333,6,143,90,15,9.533333333
Virat Kohli,2024,741,497,15,149.0945674,0,0,0,0,0
Venkatesh Iyer,2024,370,238,13,155.4621849,0,28,6,1,28
Washington Sundar,2024,0,1,1,0,1,73,30,5,14.6
Wills Jacks,2024,230,133,8,172.9323308,2,100,55,9.166666667,10.90909091
Wriddhiman Saha,2024,136,120,9,113.3333333,0,0,0,0,0
Yash Dayal,2024,0,0,0,0,16,472,322,53.66666667,8.795031056
Yash Thakur,2024,0,0,0,0,12,405,225,37.5,10.8
Yashasvi Jaiswal,2024,435,288,15,151.0416667,0,0,0,0,0
Yuzvendra Chahal,2024,0,0,0,0,19,548,362,60.33333333,9.082872928
Yudhvir Singh,2024,21,14,2,150,1,52,24,4,13
Amit Mishra,2020/21,0,0,0,0,3,72,61,10.16666667,7.081967213
Anrich Nortje,2020/21,7,6,3,116.6666667,23,529,376,62.66666667,8.441489362
Adam Zampa,2020/21,0,0,0,0,2,92,67,11.16666667,8.23880597
Aaron Finch,2020/21,268,254,12,105.511811,0,0,0,0,0
Abdul Samad,2020/21,113,68,7,166.1764706,1,96,43,7.166666667,13.39534884
Abhishek Sharma,2020/21,71,59,7,120.3389831,2,92,61,10.16666667,9.049180328
Abraham de Villiers,2020/21,460,296,14,155.4054054,0,0,0,0,0
Andrew Tye,2020/21,6,7,1,85.71428571,2,54,27,4.5,12
Ajinkya Rahane,2020/21,113,113,8,100,0,0,0,0,0
Ambati Rayudu,2020/21,359,289,11,124.2214533,0,0,0,0,0
Andre Russell,2020/21,117,82,9,142.6829268,7,178,114,19,9.368421053
Ankit Singh Rajpoot,2020/21,9,10,2,90,2,206,115,19.16666667,10.74782609
Axar Rajesh Patel,2020/21,117,90,9,130,11,329,308,51.33333333,6.409090909
Arshdeep Singh,2020/21,0,3,1,0,11,219,158,26.33333333,8.316455696
Alex Carey,2020/21,32,29,3,110.3448276,0,0,0,0,0
Avesh Khan,2020/21,0,0,0,0,0,42,25,4.166666667,10.08
Benjamin Stokes,2020/21,285,207,8,137.6811594,2,159,96,16,9.9375
Basil Thampi,2020/21,0,0,0,0,1,46,24,4,11.5
Bhuvneshwar Kumar,2020/21,0,2,1,0,5,100,88,14.66666667,6.818181818
Christopher Gayle,2020/21,295,225,7,131.1111111,0,5,5,0.833333333,6
Christopher Morris,2020/21,34,21,5,161.9047619,12,212,204,34,6.235294118
Chris Green,2020/21,0,0,0,0,0,24,17,2.833333333,8.470588235
Chris Jordan,2020/21,29,33,4,87.87878788,12,320,210,35,9.142857143
Varun Chakravarthy,2020/21,10,16,3,62.5,17,357,313,52.16666667,6.843450479
Devdutt Padikkal,2020/21,473,398,15,118.8442211,0,0,0,0,0
Dale Steyn,2020/21,1,2,1,50,1,134,75,12.5,10.72
David Warner,2020/21,548,423,16,129.5508274,0,2,2,0.333333333,6
Dhawal Kulkarni,2020/21,3,2,1,150,0,22,20,3.333333333,6.6
Dinesh Karthik,2020/21,169,137,14,123.3576642,0,0,0,0,0
Deepak Hooda,2020/21,102,74,5,137.8378378,0,10,6,1,10
Deepak Chahar,2020/21,7,12,3,58.33333333,12,402,321,53.5,7.514018692
Daniel Sams,2020/21,0,2,1,0,0,114,77,12.83333333,8.883116883
Dwayne Bravo,2020/21,7,6,2,116.6666667,7,180,135,22.5,8
Eoin Morgan,2020/21,419,314,14,133.4394904,0,0,0,0,0
Faf du Plessis,2020/21,449,329,13,136.4741641,0,0,0,0,0
Glenn Maxwell,2020/21,108,112,11,96.42857143,3,171,126,21,8.142857143
Gurkeerat Singh Mann,2020/21,71,83,5,85.54216867,0,0,0,0,0
Harpreet Brar,2020/21,0,0,0,0,0,41,25,4.166666667,9.84
Hardik Pandya,2020/21,283,167,13,169.4610778,0,0,0,0,0
Harshal Patel,2020/21,21,25,2,84,3,135,98,16.33333333,8.265306122
Isuru Udana,2020/21,15,11,4,136.3636364,8,286,182,30.33333333,9.428571429
Imran Tahir,2020/21,13,10,1,130,1,78,66,11,7.090909091
Ishan Kishan,2020/21,516,361,13,142.9362881,0,0,0,0,0
Ishant Sharma,2020/21,0,0,0,0,0,26,20,3.333333333,7.8
Jayant Yadav,2020/21,0,0,0,0,1,43,42,7,6.142857143
Jason Holder,2020/21,66,54,4,122.2222222,15,239,176,29.33333333,8.147727273
Jasprit Bumrah,2020/21,5,3,1,166.6666667,30,436,384,64,6.8125
Jaydev Unadkat,2020/21,9,13,1,69.23076923,5,229,144,24,9.541666667
Jofra Archer,2020/21,113,66,10,171.2121212,20,373,345,57.5,6.486956522
Jos Buttler,2020/21,328,233,12,140.7725322,0,0,0,0,0
James Neesham,2020/21,19,18,3,105.5555556,2,149,93,15.5,9.612903226
James Pattinson,2020/21,15,13,2,115.3846154,11,321,222,37,8.675675676
Jonny Bairstow,2020/21,345,284,11,121.4788732,0,0,0,0,0
Josh Hazlewood,2020/21,0,0,0,0,1,72,61,10.16666667,7.081967213
Joshua Philippe,2020/21,78,80,5,97.5,0,0,0,0,0
Krishnappa Gowtham,2020/21,42,27,2,155.5555556,1,84,48,8,10.5
Kagiso Rabada,2020/21,56,52,6,107.6923077,32,565,414,69,8.188405797
Karn Sharma,2020/21,0,0,0,0,5,165,118,19.66666667,8.389830508
Kartik Tyagi,2020/21,4,6,2,66.66666667,10,372,241,40.16666667,9.261410788
Karun Nair,2020/21,16,14,3,114.2857143,0,0,0,0,0
Kedar Jadhav,2020/21,62,68,5,91.17647059,0,0,0,0,0
Krunal Pandya,2020/21,109,92,11,118.4782609,6,387,315,52.5,7.371428571
Kieron Pollard,2020/21,281,157,12,178.9808917,4,190,138,23,8.260869565
Khaleel Ahmed,2020/21,0,2,1,0,10,245,158,26.33333333,9.303797468
Kamlesh Nagarkoti,2020/21,22,32,6,68.75,5,233,160,26.66666667,8.7375
KL Rahul,2020/21,676,531,14,127.306968,0,0,0,0,0
Kane Williamson,2020/21,317,241,11,131.5352697,0,24,12,2,12
Kuldeep Yadav,2020/21,13,21,2,61.9047619,1,95,75,12.5,7.6
Lungisani Ngidi,2020/21,0,0,0,0,10,169,104,17.33333333,9.75
Lockie Ferguson,2020/21,43,29,2,148.2758621,9,153,127,21.16666667,7.228346457
Murugan Ashwin,2020/21,4,4,1,100,10,240,191,31.83333333,7.539267016
Prasidh Krishna,2020/21,2,4,2,50,4,165,109,18.16666667,9.082568807
Mandeep Singh,2020/21,130,111,7,117.1171171,0,0,0,0,0
Manish Pandey,2020/21,425,350,15,121.4285714,0,0,0,0,0
Mayank Agarwal,2020/21,432,285,11,151.5789474,0,0,0,0,0
Mitchell Marsh,2020/21,0,1,1,0,0,6,4,0.666666667,9
Mitchell Santner,2020/21,0,0,0,0,2,53,42,7,7.571428571
Mahipal Lomror,2020/21,59,54,3,109.2592593,0,0,0,0,0
Moeen Ali,2020/21,12,16,3,75,1,42,32,5.333333333,7.875
Mohammad Nabi,2020/21,11,8,1,137.5,0,24,26,4.333333333,5.538461538
Mohammed Shami,2020/21,2,3,2,66.66666667,23,482,342,57,8.456140351
Mohammed Siraj,2020/21,17,14,3,121.4285714,11,244,172,28.66666667,8.511627907
Mohit Sharma,2020/21,0,0,0,0,1,45,25,4.166666667,10.8
Monu Kumar,2020/21,0,0,0,0,0,20,16,2.666666667,7.5
Marcus Stoinis,2020/21,352,250,17,140.8,13,287,184,30.66666667,9.358695652
MS Dhoni,2020/21,200,175,12,114.2857143,0,0,0,0,0
Muarli Vijay,2020/21,32,44,3,72.72727273,0,0,0,0,0
Mujeeb Ur Rahman,2020/21,1,3,1,33.33333333,0,83,49,8.166666667,10.16326531
Narayan Jagadeesan,2020/21,33,31,2,106.4516129,0,0,0,0,0
Nicolas Pooran,2020/21,353,215,14,164.1860465,0,0,0,0,0
Nitish Rana,2020/21,352,260,14,135.3846154,0,23,13,2.166666667,10.61538462
Nathan Coulter-Nile,2020/21,25,15,2,166.6666667,6,206,165,27.5,7.490909091
Navdeep Saini,2020/21,27,27,3,100,8,392,294,49,8
Nikhil Shankar Naik,2020/21,1,3,1,33.33333333,0,0,0,0,0
Praveen Dubey,2020/21,7,13,1,53.84615385,0,72,48,8,9
Prabhsimran Singh,2020/21,15,15,2,100,0,0,0,0,0
Piyush Chawla,2020/21,0,0,0,0,7,191,128,21.33333333,8.953125
Pat Cummins,2020/21,146,120,10,121.6666667,12,424,321,53.5,7.925233645
Priyam Garg,2020/21,133,116,10,114.6551724,0,0,0,0,0
Prithvi Shaw,2020/21,228,170,13,134.1176471,0,0,0,0,0
Quinton de Kock,2020/21,506,368,16,137.5,0,0,0,0,0
Riyan Parag,2020/21,86,81,8,106.1728395,0,27,13,2.166666667,12.46153846
Rahul Tewatia,2020/21,255,187,11,136.3636364,11,327,286,47.66666667,6.86013986
R. Ashwin,2020/21,37,34,5,108.8235294,15,393,312,52,7.557692308
Rahul Tripathi,2020/21,230,186,11,123.655914,0,0,0,0,0
Rashid Khan,2020/21,35,32,6,109.375,20,355,391,65.16666667,5.447570332
Ravi Bishnoi,2020/21,7,12,2,58.33333333,14,381,318,53,7.188679245
Ravindra Jadeja,2020/21,232,142,11,163.3802817,6,318,221,36.83333333,8.633484163
Rahul Chahar,2020/21,2,4,1,50,16,439,323,53.83333333,8.154798762
Ruturaj Gaikwad,2020/21,204,173,6,117.9190751,0,0,0,0,0
Rinku Singh,2020/21,11,11,1,100,0,0,0,0,0
Robin Uthappa,2020/21,196,170,12,115.2941176,0,0,0,0,0
Rohit Sharma,2020/21,334,275,12,121.4545455,0,0,0,0,0
Rishabh Pant,2020/21,345,319,14,108.1504702,0,0,0,0,0
Shivam Dube,2020/21,129,109,9,118.3486239,5,75,55,9.166666667,8.181818182
Shreyas Gopal,2020/21,37,41,5,90.24390244,10,429,305,50.83333333,8.439344262
Sandeep Warrier,2020/21,0,0,0,0,0,34,21,3.5,9.714285714
Suryakumar Yadav,2020/21,480,340,15,141.1764706,0,0,0,0,0
Sandeep Sharma,2020/21,12,15,5,80,14,374,317,52.83333333,7.078864353
ShabhazNadeem,2020/21,7,8,2,87.5,6,179,137,22.83333333,7.839416058
Shahbaz Ahmed,2020/21,1,1,1,100,2,45,37,6.166666667,7.297297297
Shikhar Dhawan,2020/21,618,433,17,142.7251732,0,0,0,0,0
Shivam Mavi,2020/21,10,14,3,71.42857143,9,214,162,27,7.925925926
Shubman Gill,2020/21,440,382,14,115.1832461,0,0,0,0,0
Siddarth Kaul,2020/21,0,0,0,0,2,64,26,4.333333333,14.76923077
Sam Curran,2020/21,186,145,11,128.2758621,14,348,265,44.16666667,7.879245283
Sarfaraz Khan,2020/21,33,30,3,110,0,0,0,0,0
Shardul Thakur,2020/21,12,21,2,57.14285714,10,279,203,33.83333333,8.246305419
Shimron Hetmyer,2020/21,185,127,11,145.6692913,0,0,0,0,0
Shreevats Goswami,2020/21,0,5,2,0,0,0,0,0,0
Sunil Narine,2020/21,121,92,9,131.5217391,6,308,230,38.33333333,8.034782609
Steve Smith,2020/21,311,247,14,125.9109312,0,0,0,0,0
Shane Watson,2020/21,299,254,11,117.7165354,0,0,0,0,0
Sheldon Cottrell,2020/21,0,2,1,0,6,177,131,21.83333333,8.106870229
Shreyas Iyer,2020/21,519,433,17,119.8614319,0,0,0,0,0
Saurabh Tiwary,2020/21,103,81,5,127.1604938,0,0,0,0,0
Sanju Samson,2020/21,375,242,14,154.9586777,0,0,0,0,0
Tom Banton,2020/21,18,22,2,81.81818182,0,0,0,0,0
T Natarajan,2020/21,3,5,2,60,19,520,389,64.83333333,8.020565553
Trent Boult,2020/21,0,1,1,0,26,473,354,59,8.016949153
Tom Curran,2020/21,83,63,4,131.7460317,3,210,116,19.33333333,10.86206897
Tushar Deshpande,2020/21,21,12,2,175,3,193,110,18.33333333,10.52727273
Umesh Yadav,2020/21,0,2,1,0,1,86,46,7.666666667,11.2173913
Vijay Shankar,2020/21,97,99,5,97.97979798,4,82,84,14,5.857142857
Virat Kohli,2020/21,471,402,15,117.1641791,0,0,0,0,0
Varun Aaron,2020/21,1,10,2,10,0,96,54,9,10.66666667
Washington Sundar,2020/21,111,98,9,113.2653061,9,300,302,50.33333333,5.960264901
Wriddhiman Saha,2020/21,214,159,4,134.591195,0,0,0,0,0
Yashasvi Jaiswal,2020/21,40,44,3,90.90909091,0,0,0,0,0
Yuzvendra Chahal,2020/21,1,5,2,20,22,414,348,58,7.137931034
